image_path,predicted_class_index,predicted_class_confidence,all_class_confidences,gradcam_output_path
dataset/train\DEFECT\defect_314.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_314.jpg
dataset/train\DEFECT\defect_315.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_315.jpg
dataset/train\DEFECT\defect_316.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_316.jpg
dataset/train\DEFECT\defect_317.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_317.jpg
dataset/train\DEFECT\defect_318.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_318.jpg
dataset/train\DEFECT\defect_319.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_319.jpg
dataset/train\DEFECT\defect_32.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_32.jpg
dataset/train\DEFECT\defect_320.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_320.jpg
dataset/train\DEFECT\defect_321.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_321.jpg
dataset/train\DEFECT\defect_322.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_322.jpg
dataset/train\DEFECT\defect_323.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_323.jpg
dataset/train\DEFECT\defect_324.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_324.jpg
dataset/train\DEFECT\defect_325.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_325.jpg
dataset/train\DEFECT\defect_326.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_326.jpg
dataset/train\DEFECT\defect_327.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_327.jpg
dataset/train\DEFECT\defect_328.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_328.jpg
dataset/train\DEFECT\defect_329.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_329.jpg
dataset/train\DEFECT\defect_33.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_33.jpg
dataset/train\DEFECT\defect_330.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_330.jpg
dataset/train\DEFECT\defect_331.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_331.jpg
dataset/train\DEFECT\defect_332.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_332.jpg
dataset/train\DEFECT\defect_333.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_333.jpg
dataset/train\DEFECT\defect_334.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_334.jpg
dataset/train\DEFECT\defect_335.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_335.jpg
dataset/train\DEFECT\defect_336.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_336.jpg
dataset/train\DEFECT\defect_337.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_337.jpg
dataset/train\DEFECT\defect_338.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_338.jpg
dataset/train\DEFECT\defect_339.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_339.jpg
dataset/train\DEFECT\defect_34.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_34.jpg
dataset/train\DEFECT\defect_340.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_340.jpg
dataset/train\DEFECT\defect_341.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_341.jpg
dataset/train\DEFECT\defect_342.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_342.jpg
dataset/train\DEFECT\defect_343.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_343.jpg
dataset/train\DEFECT\defect_344.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_344.jpg
dataset/train\DEFECT\defect_345.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_345.jpg
dataset/train\DEFECT\defect_346.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_346.jpg
dataset/train\DEFECT\defect_347.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_347.jpg
dataset/train\DEFECT\defect_348.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_348.jpg
dataset/train\DEFECT\defect_349.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_349.jpg
dataset/train\DEFECT\defect_35.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_35.jpg
dataset/train\DEFECT\defect_350.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_350.jpg
dataset/train\DEFECT\defect_351.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_351.jpg
dataset/train\DEFECT\defect_352.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_352.jpg
dataset/train\DEFECT\defect_353.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_353.jpg
dataset/train\DEFECT\defect_354.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_354.jpg
dataset/train\DEFECT\defect_355.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_355.jpg
dataset/train\DEFECT\defect_356.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_356.jpg
dataset/train\DEFECT\defect_357.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_357.jpg
dataset/train\DEFECT\defect_358.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_358.jpg
dataset/train\DEFECT\defect_359.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_359.jpg
dataset/train\DEFECT\defect_36.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_36.jpg
dataset/train\DEFECT\defect_360.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_360.jpg
dataset/train\DEFECT\defect_361.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_361.jpg
dataset/train\DEFECT\defect_362.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_362.jpg
dataset/train\DEFECT\defect_363.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_363.jpg
dataset/train\DEFECT\defect_364.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_364.jpg
dataset/train\DEFECT\defect_365.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_365.jpg
dataset/train\DEFECT\defect_366.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_366.jpg
dataset/train\DEFECT\defect_367.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_367.jpg
dataset/train\DEFECT\defect_368.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_368.jpg
dataset/train\DEFECT\defect_369.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_369.jpg
dataset/train\DEFECT\defect_37.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_37.jpg
dataset/train\DEFECT\defect_370.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_370.jpg
dataset/train\DEFECT\defect_371.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_371.jpg
dataset/train\DEFECT\defect_372.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_372.jpg
dataset/train\DEFECT\defect_373.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_373.jpg
dataset/train\DEFECT\defect_374.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_374.jpg
dataset/train\DEFECT\defect_375.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_375.jpg
dataset/train\DEFECT\defect_376.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_376.jpg
dataset/train\DEFECT\defect_377.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_377.jpg
dataset/train\DEFECT\defect_378.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_378.jpg
dataset/train\DEFECT\defect_379.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_379.jpg
dataset/train\DEFECT\defect_38.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_38.jpg
dataset/train\DEFECT\defect_380.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_380.jpg
dataset/train\DEFECT\defect_381.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_381.jpg
dataset/train\DEFECT\defect_382.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_382.jpg
dataset/train\DEFECT\defect_383.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_383.jpg
dataset/train\DEFECT\defect_384.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_384.jpg
dataset/train\DEFECT\defect_385.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_385.jpg
dataset/train\DEFECT\defect_386.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_386.jpg
dataset/train\DEFECT\defect_387.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_387.jpg
dataset/train\DEFECT\defect_388.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_388.jpg
dataset/train\DEFECT\defect_389.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_389.jpg
dataset/train\DEFECT\defect_39.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_39.jpg
dataset/train\DEFECT\defect_390.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_390.jpg
dataset/train\DEFECT\defect_391.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_391.jpg
dataset/train\DEFECT\defect_392.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_392.jpg
dataset/train\DEFECT\defect_393.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_393.jpg
dataset/train\DEFECT\defect_394.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_394.jpg
dataset/train\DEFECT\defect_395.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_395.jpg
dataset/train\DEFECT\defect_396.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_396.jpg
dataset/train\DEFECT\defect_397.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_397.jpg
dataset/train\DEFECT\defect_398.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_398.jpg
dataset/train\DEFECT\defect_399.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_399.jpg
dataset/train\DEFECT\defect_4.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_4.jpg
dataset/train\DEFECT\defect_40.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_40.jpg
dataset/train\DEFECT\defect_400.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_400.jpg
dataset/train\DEFECT\defect_401.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_401.jpg
dataset/train\DEFECT\defect_402.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_402.jpg
dataset/train\DEFECT\defect_403.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_403.jpg
dataset/train\DEFECT\defect_404.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_404.jpg
dataset/train\DEFECT\defect_405.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_405.jpg
dataset/train\DEFECT\defect_406.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_406.jpg
dataset/train\DEFECT\defect_407.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_407.jpg
dataset/train\DEFECT\defect_408.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_408.jpg
dataset/train\DEFECT\defect_409.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_409.jpg
dataset/train\DEFECT\defect_41.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_41.jpg
dataset/train\DEFECT\defect_410.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_410.jpg
dataset/train\DEFECT\defect_411.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_411.jpg
dataset/train\DEFECT\defect_412.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_412.jpg
dataset/train\DEFECT\defect_413.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_413.jpg
dataset/train\DEFECT\defect_414.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_414.jpg
dataset/train\DEFECT\defect_415.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_415.jpg
dataset/train\DEFECT\defect_416.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_416.jpg
dataset/train\DEFECT\defect_417.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_417.jpg
dataset/train\DEFECT\defect_418.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_418.jpg
dataset/train\DEFECT\defect_419.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_419.jpg
dataset/train\DEFECT\defect_42.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_42.jpg
dataset/train\DEFECT\defect_420.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_420.jpg
dataset/train\DEFECT\defect_421.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_421.jpg
dataset/train\DEFECT\defect_422.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_422.jpg
dataset/train\DEFECT\defect_423.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_423.jpg
dataset/train\DEFECT\defect_424.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_424.jpg
dataset/train\DEFECT\defect_425.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_425.jpg
dataset/train\DEFECT\defect_426.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_426.jpg
dataset/train\DEFECT\defect_427.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_427.jpg
dataset/train\DEFECT\defect_428.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_428.jpg
dataset/train\DEFECT\defect_429.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_429.jpg
dataset/train\DEFECT\defect_43.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_43.jpg
dataset/train\DEFECT\defect_430.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_430.jpg
dataset/train\DEFECT\defect_431.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_431.jpg
dataset/train\DEFECT\defect_432.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_432.jpg
dataset/train\DEFECT\defect_433.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_433.jpg
dataset/train\DEFECT\defect_434.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_434.jpg
dataset/train\DEFECT\defect_435.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_435.jpg
dataset/train\DEFECT\defect_436.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_436.jpg
dataset/train\DEFECT\defect_437.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_437.jpg
dataset/train\DEFECT\defect_438.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_438.jpg
dataset/train\DEFECT\defect_439.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_439.jpg
dataset/train\DEFECT\defect_44.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_44.jpg
dataset/train\DEFECT\defect_440.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_440.jpg
dataset/train\DEFECT\defect_441.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_441.jpg
dataset/train\DEFECT\defect_442.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_442.jpg
dataset/train\DEFECT\defect_443.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_443.jpg
dataset/train\DEFECT\defect_444.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_444.jpg
dataset/train\DEFECT\defect_445.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_445.jpg
dataset/train\DEFECT\defect_446.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_446.jpg
dataset/train\DEFECT\defect_447.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_447.jpg
dataset/train\DEFECT\defect_448.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_448.jpg
dataset/train\DEFECT\defect_449.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_449.jpg
dataset/train\DEFECT\defect_45.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_45.jpg
dataset/train\DEFECT\defect_450.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_450.jpg
dataset/train\DEFECT\defect_451.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_451.jpg
dataset/train\DEFECT\defect_452.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_452.jpg
dataset/train\DEFECT\defect_453.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_453.jpg
dataset/train\DEFECT\defect_454.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_454.jpg
dataset/train\DEFECT\defect_455.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_455.jpg
dataset/train\DEFECT\defect_456.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_456.jpg
dataset/train\DEFECT\defect_457.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_457.jpg
dataset/train\DEFECT\defect_458.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_458.jpg
dataset/train\DEFECT\defect_459.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_459.jpg
dataset/train\DEFECT\defect_46.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_46.jpg
dataset/train\DEFECT\defect_460.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_460.jpg
dataset/train\DEFECT\defect_461.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_461.jpg
dataset/train\DEFECT\defect_462.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_462.jpg
dataset/train\DEFECT\defect_463.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_463.jpg
dataset/train\DEFECT\defect_464.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_464.jpg
dataset/train\DEFECT\defect_465.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_465.jpg
dataset/train\DEFECT\defect_466.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_466.jpg
dataset/train\DEFECT\defect_467.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_467.jpg
dataset/train\DEFECT\defect_468.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_468.jpg
dataset/train\DEFECT\defect_469.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_469.jpg
dataset/train\DEFECT\defect_47.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_47.jpg
dataset/train\DEFECT\defect_470.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_470.jpg
dataset/train\DEFECT\defect_471.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_471.jpg
dataset/train\DEFECT\defect_472.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_472.jpg
dataset/train\DEFECT\defect_473.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_473.jpg
dataset/train\DEFECT\defect_474.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_474.jpg
dataset/train\DEFECT\defect_475.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_475.jpg
dataset/train\DEFECT\defect_476.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_476.jpg
dataset/train\DEFECT\defect_477.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_477.jpg
dataset/train\DEFECT\defect_478.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_478.jpg
dataset/train\DEFECT\defect_479.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_479.jpg
dataset/train\DEFECT\defect_48.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_48.jpg
dataset/train\DEFECT\defect_480.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_480.jpg
dataset/train\DEFECT\defect_481.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_481.jpg
dataset/train\DEFECT\defect_482.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_482.jpg
dataset/train\DEFECT\defect_483.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_483.jpg
dataset/train\DEFECT\defect_484.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_484.jpg
dataset/train\DEFECT\defect_485.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_485.jpg
dataset/train\DEFECT\defect_486.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_486.jpg
dataset/train\DEFECT\defect_487.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_487.jpg
dataset/train\DEFECT\defect_488.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_488.jpg
dataset/train\DEFECT\defect_489.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_489.jpg
dataset/train\DEFECT\defect_49.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_49.jpg
dataset/train\DEFECT\defect_490.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_490.jpg
dataset/train\DEFECT\defect_491.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_491.jpg
dataset/train\DEFECT\defect_492.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_492.jpg
dataset/train\DEFECT\defect_493.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_493.jpg
dataset/train\DEFECT\defect_494.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_494.jpg
dataset/train\DEFECT\defect_495.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_495.jpg
dataset/train\DEFECT\defect_496.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_496.jpg
dataset/train\DEFECT\defect_497.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_497.jpg
dataset/train\DEFECT\defect_498.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_498.jpg
dataset/train\DEFECT\defect_499.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_499.jpg
dataset/train\DEFECT\defect_5.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_5.jpg
dataset/train\DEFECT\defect_50.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_50.jpg
dataset/train\DEFECT\defect_51.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_51.jpg
dataset/train\DEFECT\defect_52.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_52.jpg
dataset/train\DEFECT\defect_53.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_53.jpg
dataset/train\DEFECT\defect_54.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_54.jpg
dataset/train\DEFECT\defect_55.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_55.jpg
dataset/train\DEFECT\defect_56.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_56.jpg
dataset/train\DEFECT\defect_57.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_57.jpg
dataset/train\DEFECT\defect_58.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_58.jpg
dataset/train\DEFECT\defect_59.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_59.jpg
dataset/train\DEFECT\defect_6.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_6.jpg
dataset/train\DEFECT\defect_60.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_60.jpg
dataset/train\DEFECT\defect_61.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_61.jpg
dataset/train\DEFECT\defect_62.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_62.jpg
dataset/train\DEFECT\defect_63.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_63.jpg
dataset/train\DEFECT\defect_64.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_64.jpg
dataset/train\DEFECT\defect_65.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_65.jpg
dataset/train\DEFECT\defect_66.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_66.jpg
dataset/train\DEFECT\defect_67.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_67.jpg
dataset/train\DEFECT\defect_68.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_68.jpg
dataset/train\DEFECT\defect_69.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_69.jpg
dataset/train\DEFECT\defect_7.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_7.jpg
dataset/train\DEFECT\defect_70.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_70.jpg
dataset/train\DEFECT\defect_71.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_71.jpg
dataset/train\DEFECT\defect_72.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_72.jpg
dataset/train\DEFECT\defect_73.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_73.jpg
dataset/train\DEFECT\defect_74.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_74.jpg
dataset/train\DEFECT\defect_75.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_75.jpg
dataset/train\DEFECT\defect_76.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_76.jpg
dataset/train\DEFECT\defect_77.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_77.jpg
dataset/train\DEFECT\defect_78.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_78.jpg
dataset/train\DEFECT\defect_79.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_79.jpg
dataset/train\DEFECT\defect_8.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_8.jpg
dataset/train\DEFECT\defect_80.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_80.jpg
